Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Year,Term
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,40016R,1.0,TBA,TBA,10.0,5.0,0.0,,OFFICE,2007,Spring
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,40017R,1.0,TBA,TBA,10.0,4.0,0.0,,OFFICE,2007,Spring
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture-Discussion,39400R,54.0,10:30-12:20pm,MTuWThF,20.0,7.0,0.0,Cymra Haskell,KAP137,2007,Summer
MATH-126,Calculus II,P,4.0 units,Lecture-Discussion,39410R,54.0,1:00-2:50pm,MTuWThF,20.0,0.0,0.0,,,2007,Summer
MATH-218,Probability for Business,P,4.0 units,Lecture-Discussion,39420R,54.0,10:30-12:20pm,MTuWThF,35.0,26.0,0.0,Gary Rosen,KAP158,2007,Summer
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture-Discussion,39425R,54.0,10:30-12:20pm,MTuWThF,3.0,0.0,0.0,,,2007,Summer
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39430D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2007,Summer
MATH-512,Financial Informatics and Simulation (Computer Labs and Practitioner Seminar),,3.0 units,Lecture,39450R,54.0,TBA,TBA,40.0,27.0,0.0,Levon Goukasian,OFFICE,2007,Summer
MATH-577a,Computational Molecular Biology Laboratory,,2.0 units,Lecture,13577D,236.0,10:00-1:50pm,Friday,15.0,13.0,0.0,Ting Chen,RIH421,2007,Summer
MATH-590,Directed Research,,1.0-12.0 units,Lecture,39460D,54.0,TBA,TBA,20.0,3.0,0.0,Gary Rosen,OFFICE,2007,Summer
MATH-594a,Master's Thesis,,2.0 units,Lecture,39470R,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2007,Summer
MATH-594b,Master's Thesis,P,2.0 units,Lecture,39475R,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2007,Summer
MATH-594z,Master's Thesis,PC,0.0 units,Lecture,39480R,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2007,Summer
MATH-625,Topics in Real Analysis,,"3.0 units, max 12",Lecture,39495R,54.0,TBA,TBA,30.0,24.0,0.0,Igor Kukavica Mohammed Ziane,OFFICE,2007,Summer
MATH-630,Topics in Number Theory,,"3.0 units, max 12",Lecture,39497R,54.0,11:00-2:00pm,"Wed, Fri",15.0,9.0,0.0,Sheldon Kamienny,KAP141,2007,Summer
MATH-790,Research,,1.0-12.0 units,Lecture,39500D,54.0,TBA,TBA,20.0,5.0,0.0,Gary Rosen,OFFICE,2007,Summer
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,39502R,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2007,Summer
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,39504R,54.0,TBA,TBA,20.0,2.0,0.0,,OFFICE,2007,Summer
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,39506R,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2007,Summer
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,39508R,54.0,TBA,TBA,20.0,2.0,0.0,,OFFICE,2007,Summer
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,39510R,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2007,Summer
MATH-040x,Basic Mathematical Skills,,4.0 units,Lecture,39400D,1.0,8:00-8:50am,MWF,40.0,18.0,0.0,Harun Aydilek,KAP163,2007,Fall
,,,,Discussion,39401D,1.0,9:00-9:50am,"Tue, Thu",20.0,11.0,0.0,,GFS111,2007,Fall
,,,,Discussion,39402D,1.0,10:00-10:50am,"Tue, Thu",20.0,7.0,0.0,,GFS111,2007,Fall
MATH-108,Precalculus,P,4.0 units,Lecture,39404D,1.0,8:00-8:50am,MWF,60.0,32.0,0.0,Nathaniel Emerson,THH210,2007,Fall
,,,,Discussion,39405D,1.0,8:00-8:50am,"Tue, Thu",20.0,15.0,0.0,,KAP141,2007,Fall
,,,,Discussion,39406D,1.0,9:00-9:50am,"Tue, Thu",20.0,5.0,0.0,,KAP141,2007,Fall
,,,,Discussion,39407D,1.0,10:00-10:50am,"Tue, Thu",20.0,12.0,0.0,,KAP141,2007,Fall
MATH-116,Mathematics for the Social Sciences,P,4.0 units,Lecture,39410D,1.0,9:00-9:50am,MWF,50.0,34.0,0.0,Zdenek Vorel,THH114,2007,Fall
,,,,Discussion,39411D,1.0,9:00-9:50am,"Tue, Thu",25.0,11.0,0.0,,GFS221,2007,Fall
,,,,Discussion,39412D,1.0,10:00-10:50am,"Tue, Thu",25.0,23.0,0.0,,GFS221,2007,Fall
MATH-117,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39415D,1.0,11:00-11:50am,MWF,45.0,34.0,0.0,Nathaniel Emerson,SOS B46,2007,Fall
,,,,Lecture,39416D,1.0,12:00-12:50pm,MWF,45.0,29.0,0.0,Nathaniel Emerson,VKC156,2007,Fall
,,,,Discussion,39419D,1.0,10:00-10:50am,"Tue, Thu",20.0,17.0,0.0,,GFS201,2007,Fall
,,,,Discussion,39420D,1.0,11:00-11:50am,"Tue, Thu",21.0,21.0,0.0,,GFS201,2007,Fall
,,,,Discussion,39421D,1.0,12:00-12:50pm,"Tue, Thu",20.0,12.0,0.0,,GFS201,2007,Fall
,,,,Discussion,39422D,1.0,1:00-1:50pm,"Tue, Thu",20.0,13.0,0.0,,GFS201,2007,Fall
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture-Discussion,39425D,1.0,10:00-11:50am,"Mon, Wed",60.0,46.0,0.0,Ronald Bruck Jr,GFS101,2007,Fall
,,,,Lecture-Discussion,39426D,1.0,10:00-11:50am,"Mon, Wed",61.0,58.0,0.0,Cymra Haskell,GFS118,2007,Fall
,,,,Lecture-Discussion,39427D,1.0,10:00-11:50am,"Tue, Thu",61.0,58.0,0.0,Cymra Haskell,KAP249,2007,Fall
,,,,Lecture-Discussion,39428D,1.0,12:00-1:50pm,"Mon, Wed",60.0,42.0,0.0,Doyoon Kim,GFS118,2007,Fall
,,,,Lecture-Discussion,39429D,1.0,12:00-1:50pm,"Mon, Wed",66.0,55.0,0.0,Mircea Voineagu,SOS B46,2007,Fall
,,,,Lecture-Discussion,39430D,1.0,12:00-1:50pm,"Tue, Thu",60.0,30.0,0.0,Zdenek Vorel,KAP249,2007,Fall
,,,,Lecture-Discussion,39431D,1.0,2:00-3:50pm,"Mon, Wed",61.0,48.0,0.0,Ronald Bruck Jr,SOS B46,2007,Fall
,,,,Lecture-Discussion,39432D,1.0,2:00-3:50pm,"Tue, Thu",60.0,23.0,0.0,Zdenek Vorel,VKC100,2007,Fall
MATH-125,Calculus I,P,4.0 units,Lecture,39434D,1.0,9:00-9:50am,MWF,60.0,38.0,0.0,Mircea Voineagu,GFS101,2007,Fall
,,,,Discussion,39435D,1.0,8:00-8:50am,"Tue, Thu",20.0,14.0,0.0,,GFS114,2007,Fall
,,,,Discussion,39436D,1.0,9:00-9:50am,"Tue, Thu",20.0,9.0,0.0,,GFS114,2007,Fall
,,,,Discussion,39437D,1.0,10:00-10:50am,"Tue, Thu",20.0,15.0,0.0,,GFS114,2007,Fall
,,,,Lecture,39438D,1.0,9:00-9:50am,MWF,60.0,26.0,0.0,Amjad Tuffaha,MHP105,2007,Fall
,,,,Discussion,39439D,1.0,11:00-11:50am,"Tue, Thu",20.0,17.0,0.0,,GFS114,2007,Fall
,,,,Discussion,39440D,1.0,12:00-12:50pm,"Tue, Thu",20.0,3.0,0.0,,GFS114,2007,Fall
,,,,Discussion,39441D,1.0,1:00-1:50pm,"Tue, Thu",20.0,6.0,0.0,,GFS114,2007,Fall
,,,,Lecture,39442D,1.0,10:00-10:50am,MWF,60.0,45.0,0.0,Martin Gundersen,THH116,2007,Fall
,,,,Discussion,39443D,1.0,8:00-8:50am,"Tue, Thu",22.0,21.0,0.0,,GFS113,2007,Fall
,,,,Discussion,39444D,1.0,9:00-9:50am,"Tue, Thu",20.0,9.0,0.0,,GFS113,2007,Fall
,,,,Discussion,39445D,1.0,10:00-10:50am,"Tue, Thu",20.0,15.0,0.0,,GFS113,2007,Fall
,,,,Lecture,39446D,1.0,11:00-11:50am,MWF,60.0,28.0,0.0,Susan Montgomery,THH114,2007,Fall
,,,,Discussion,39447D,1.0,11:00-11:50am,"Tue, Thu",20.0,13.0,0.0,,GFS113,2007,Fall
,,,,Discussion,39448D,1.0,12:00-12:50pm,"Tue, Thu",20.0,7.0,0.0,,GFS113,2007,Fall
,,,,Discussion,39449D,1.0,1:00-1:50pm,"Tue, Thu",20.0,8.0,0.0,,GFS113,2007,Fall
,,,,Lecture,39450D,1.0,11:00-11:50am,MWF,60.0,33.0,0.0,Marc Jaffrey,THH116,2007,Fall
,,,,Discussion,39451D,1.0,11:00-11:50am,"Tue, Thu",22.0,18.0,0.0,,GFS112,2007,Fall
,,,,Discussion,39452D,1.0,12:00-12:50pm,"Tue, Thu",20.0,6.0,0.0,,GFS112,2007,Fall
,,,,Discussion,39453D,1.0,1:00-1:50pm,"Tue, Thu",20.0,9.0,0.0,,GFS112,2007,Fall
,,,,Lecture,39454D,1.0,12:00-12:50pm,MWF,60.0,46.0,0.0,Wlodek Proskurowski,VKC100,2007,Fall
,,,,Discussion,39455D,1.0,11:00-11:50am,"Tue, Thu",21.0,16.0,0.0,,GFS111,2007,Fall
,,,,Discussion,39456D,1.0,12:00-12:50pm,"Tue, Thu",20.0,15.0,0.0,,GFS111,2007,Fall
,,,,Discussion,39457D,1.0,1:00-1:50pm,"Tue, Thu",20.0,15.0,0.0,,GFS111,2007,Fall
,,,,Lecture,39458D,1.0,12:00-12:50pm,MWF,60.0,28.0,0.0,Thomas Geisser,VKC150,2007,Fall
,,,,Discussion,39459D,1.0,2:00-2:50pm,"Tue, Thu",20.0,13.0,0.0,,GFS113,2007,Fall
,,,,Discussion,39460D,1.0,3:00-3:50pm,"Tue, Thu",20.0,3.0,0.0,,GFS113,2007,Fall
,,,,Discussion,39461D,1.0,4:00-4:50pm,"Tue, Thu",20.0,12.0,0.0,,GFS113,2007,Fall
,,,,Lecture,39462D,1.0,1:00-1:50pm,MWF,60.0,43.0,0.0,Marc Jaffrey,VKC150,2007,Fall
,,,,Discussion,39463D,1.0,2:00-2:50pm,"Tue, Thu",21.0,18.0,0.0,,GFS114,2007,Fall
,,,,Discussion,39464D,1.0,3:00-3:50pm,"Tue, Thu",20.0,11.0,0.0,,GFS114,2007,Fall
,,,,Discussion,39465D,1.0,4:00-4:50pm,"Tue, Thu",20.0,14.0,0.0,,GFS114,2007,Fall
MATH-126,Calculus II,P,4.0 units,Lecture,39475D,1.0,9:00-9:50am,MWF,60.0,25.0,0.0,Nicolai Haydn,THH212,2007,Fall
,,,,Discussion,39476D,1.0,8:00-8:50am,"Tue, Thu",20.0,10.0,0.0,,GFS112,2007,Fall
,,,,Discussion,39477D,1.0,9:00-9:50am,"Tue, Thu",20.0,13.0,0.0,,GFS112,2007,Fall
,,,,Discussion,39478D,1.0,10:00-10:50am,"Tue, Thu",20.0,2.0,0.0,,GFS112,2007,Fall
,,,,Lecture,39479D,1.0,10:00-10:50am,MWF,60.0,37.0,0.0,Charles Lanski,GFS116,2007,Fall
,,,,Discussion,39480D,1.0,8:00-8:50am,"Tue, Thu",20.0,15.0,0.0,,KAP138,2007,Fall
,,,,Discussion,39481D,1.0,9:00-9:50am,"Tue, Thu",20.0,11.0,0.0,,KAP138,2007,Fall
,,,,Discussion,39482D,1.0,10:00-10:50am,"Tue, Thu",20.0,11.0,0.0,,KAP138,2007,Fall
,,,,Lecture,39483D,1.0,11:00-11:50am,MWF,66.0,57.0,0.0,Peter Baxendale,THH210,2007,Fall
,,,,Discussion,39484D,1.0,10:00-10:50am,"Tue, Thu",21.0,19.0,0.0,,GFS202,2007,Fall
,,,,Discussion,39485D,1.0,11:00-11:50am,"Tue, Thu",23.0,21.0,0.0,,GFS202,2007,Fall
,,,,Discussion,39486D,1.0,12:00-12:50pm,"Tue, Thu",22.0,17.0,0.0,,GFS202,2007,Fall
,,,,Lecture,39487D,1.0,12:00-12:50pm,MWF,62.0,59.0,0.0,Remigijus Mikulevicius,THH210,2007,Fall
,,,,Discussion,39488D,1.0,2:00-2:50pm,"Tue, Thu",26.0,24.0,0.0,,KAP138,2007,Fall
,,,,Discussion,39489D,1.0,3:00-3:50pm,"Tue, Thu",20.0,19.0,0.0,,KAP158,2007,Fall
,,,,Discussion,39490D,1.0,4:00-4:50pm,"Tue, Thu",20.0,16.0,0.0,,KAP145,2007,Fall
,,,,Lecture,39491D,1.0,1:00-1:50pm,MWF,60.0,49.0,0.0,Fernando Ordonez,THH210,2007,Fall
,,,,Discussion,39492D,1.0,2:00-2:50pm,"Tue, Thu",25.0,21.0,0.0,,GFS104,2007,Fall
,,,,Discussion,39493D,1.0,3:00-3:50pm,"Tue, Thu",20.0,14.0,0.0,,GFS111,2007,Fall
,,,,Discussion,39494D,1.0,4:00-4:50pm,"Tue, Thu",20.0,14.0,0.0,,GFS111,2007,Fall
MATH-200,Elementary Mathematics from an Advanced Standpoint,P,4.0 units,Lecture,39500D,1.0,3:00-4:20pm,"Tue, Thu",20.0,14.0,0.0,Zachary Mesyan,KAP138,2007,Fall
MATH-208x,Elementary Probability and Statistics,P,4.0 units,Lecture,39505D,1.0,2:00-2:50pm,MWF,50.0,30.0,0.0,Richard Arratia,MHP B7B,2007,Fall
MATH-218,Probability for Business,P,4.0 units,Lecture,39510D,1.0,9:00-9:50am,MWF,75.0,59.0,0.0,Florence Lin,ZHS352,2007,Fall
,,,,Discussion,39511D,1.0,8:00-8:50am,"Tue, Thu",25.0,18.0,0.0,,KAP159,2007,Fall
,,,,Discussion,39512D,1.0,9:00-9:50am,"Tue, Thu",25.0,22.0,0.0,,KAP159,2007,Fall
,,,,Discussion,39513D,1.0,10:00-10:50am,"Tue, Thu",25.0,19.0,0.0,,KAP159,2007,Fall
,,,,Lecture,39514D,1.0,10:00-10:50am,MWF,75.0,53.0,0.0,Jian He,ZHS252,2007,Fall
,,,,Discussion,39515D,1.0,8:00-8:50am,"Tue, Thu",25.0,13.0,0.0,,KAP134,2007,Fall
,,,,Discussion,39516D,1.0,9:00-9:50am,"Tue, Thu",25.0,19.0,0.0,,KAP134,2007,Fall
,,,,Discussion,39517D,1.0,10:00-10:50am,"Tue, Thu",25.0,21.0,0.0,,KAP134,2007,Fall
,,,,Lecture,39518D,1.0,10:00-10:50am,MWF,75.0,67.0,0.0,Florence Lin,ZHS352,2007,Fall
,,,,Discussion,39519D,1.0,11:00-11:50am,"Tue, Thu",25.0,20.0,0.0,,KAP159,2007,Fall
,,,,Discussion,39520D,1.0,12:00-12:50pm,"Tue, Thu",25.0,22.0,0.0,,KAP159,2007,Fall
,,,,Discussion,39521D,1.0,1:00-1:50pm,"Tue, Thu",26.0,25.0,0.0,,KAP159,2007,Fall
,,,,Lecture,39522D,1.0,11:00-11:50am,MWF,75.0,71.0,0.0,Nikolaos Zygouras,ZHS252,2007,Fall
,,,,Discussion,39523D,1.0,11:00-11:50am,"Tue, Thu",28.0,28.0,0.0,,KAP134,2007,Fall
,,,,Discussion,39524D,1.0,12:00-12:50pm,"Tue, Thu",25.0,18.0,0.0,,KAP134,2007,Fall
,,,,Discussion,39525D,1.0,1:00-1:50pm,"Tue, Thu",26.0,25.0,0.0,,KAP134,2007,Fall
,,,,Lecture,39526D,1.0,11:00-11:50am,MWF,75.0,65.0,0.0,Florence Lin,ZHS352,2007,Fall
,,,,Discussion,39527D,1.0,2:00-2:50pm,"Tue, Thu",25.0,19.0,0.0,,KAP159,2007,Fall
,,,,Discussion,39528D,1.0,3:00-3:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP159,2007,Fall
,,,,Discussion,39529D,1.0,4:00-4:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP159,2007,Fall
,,,,Lecture,39530D,1.0,12:00-12:50pm,MWF,76.0,68.0,0.0,Zachary Mesyan,ZHS252,2007,Fall
,,,,Discussion,39531D,1.0,11:00-11:50am,"Tue, Thu",25.0,21.0,0.0,,GFS220,2007,Fall
,,,,Discussion,39532D,1.0,12:00-12:50pm,"Tue, Thu",25.0,23.0,0.0,,GFS220,2007,Fall
,,,,Discussion,39533D,1.0,1:00-1:50pm,"Tue, Thu",27.0,24.0,0.0,,GFS220,2007,Fall
,,,,Lecture,39534D,1.0,12:00-12:50pm,MWF,75.0,56.0,0.0,Fedor Malikov,ZHS352,2007,Fall
,,,,Discussion,39535D,1.0,11:00-11:50am,"Tue, Thu",25.0,20.0,0.0,,GFS221,2007,Fall
,,,,Discussion,39536D,1.0,12:00-12:50pm,"Tue, Thu",25.0,19.0,0.0,,GFS221,2007,Fall
,,,,Discussion,39537D,1.0,1:00-1:50pm,"Tue, Thu",25.0,17.0,0.0,,GFS221,2007,Fall
,,,,Lecture,39538D,1.0,1:00-1:50pm,MWF,75.0,53.0,0.0,Zachary Mesyan,ZHS352,2007,Fall
,,,,Discussion,39539D,1.0,2:00-2:50pm,"Tue, Thu",26.0,22.0,0.0,,KAP134,2007,Fall
,,,,Discussion,39540D,1.0,3:00-3:50pm,"Tue, Thu",25.0,11.0,0.0,,KAP134,2007,Fall
,,,,Discussion,39541D,1.0,4:00-4:50pm,"Tue, Thu",25.0,20.0,0.0,,KAP134,2007,Fall
,,,,Lecture,39542D,1.0,2:00-3:20pm,"Mon, Wed",76.0,70.0,0.0,Nikolaos Zygouras,ZHS252,2007,Fall
,,,,Discussion,39543D,1.0,11:00-11:50am,"Tue, Thu",25.0,20.0,0.0,,VHE214,2007,Fall
,,,,Discussion,39544D,1.0,12:00-12:50pm,"Tue, Thu",26.0,26.0,0.0,,VHE214,2007,Fall
,,,,Discussion,39545D,1.0,1:00-1:50pm,"Tue, Thu",25.0,24.0,0.0,,VHE214,2007,Fall
,,,,Lecture,39546D,1.0,2:00-3:20pm,"Mon, Wed",75.0,66.0,0.0,Doyoon Kim,ZHS352,2007,Fall
,,,,Discussion,39547D,1.0,2:00-2:50pm,"Tue, Thu",25.0,23.0,0.0,,VHE214,2007,Fall
,,,,Discussion,39548D,1.0,3:00-3:50pm,"Tue, Thu",25.0,19.0,0.0,,VHE214,2007,Fall
,,,,Discussion,39549D,1.0,4:00-4:50pm,"Tue, Thu",25.0,24.0,0.0,,VHE214,2007,Fall
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture,39555D,1.0,10:00-10:50am,MWF,50.0,31.0,0.0,Qingshuo Song,THH212,2007,Fall
,,,,Discussion,39557D,1.0,9:00-9:50am,"Tue, Thu",20.0,11.0,0.0,,KAP137,2007,Fall
,,,,Discussion,39558D,1.0,10:00-10:50am,"Tue, Thu",20.0,20.0,0.0,,KAP137,2007,Fall
,,,,Lecture,39559D,1.0,11:00-11:50am,MWF,50.0,34.0,0.0,Robert Guralnick,VKC156,2007,Fall
,,,,Discussion,39560D,1.0,11:00-11:50am,"Tue, Thu",20.0,17.0,0.0,,KAP137,2007,Fall
,,,,Discussion,39561D,1.0,12:00-12:50pm,"Tue, Thu",20.0,17.0,0.0,,KAP137,2007,Fall
MATH-226,Calculus III,P,4.0 units,Lecture,39570D,1.0,10:00-10:50am,MWF,75.0,68.0,0.0,Sheldon Kamienny,SLH100,2007,Fall
,,,,Discussion,39571D,1.0,8:00-8:50am,"Tue, Thu",25.0,18.0,0.0,,GFS104,2007,Fall
,,,,Discussion,39572D,1.0,9:00-9:50am,"Tue, Thu",25.0,23.0,0.0,,GFS104,2007,Fall
,,,,Discussion,39573D,1.0,10:00-10:50am,"Tue, Thu",27.0,27.0,0.0,,GFS104,2007,Fall
,,,,Lecture,39574D,1.0,11:00-11:50am,MWF,77.0,74.0,0.0,Jason Fulman,THH212,2007,Fall
,,,,Discussion,39575D,1.0,11:00-11:50am,"Tue, Thu",30.0,30.0,0.0,,GFS104,2007,Fall
,,,,Discussion,39576D,1.0,12:00-12:50pm,"Tue, Thu",25.0,19.0,0.0,,GFS104,2007,Fall
,,,,Discussion,39577D,1.0,1:00-1:50pm,"Tue, Thu",26.0,25.0,0.0,,GFS104,2007,Fall
,,,,Lecture,39578D,1.0,12:00-12:50pm,MWF,75.0,68.0,0.0,Jason Fulman,THH212,2007,Fall
,,,,Discussion,39579D,1.0,2:00-2:50pm,"Tue, Thu",28.0,27.0,0.0,,GFS220,2007,Fall
,,,,Discussion,39580D,1.0,3:00-3:50pm,"Tue, Thu",25.0,19.0,0.0,,GFS220,2007,Fall
,,,,Discussion,39581D,1.0,4:00-4:50pm,"Tue, Thu",25.0,22.0,0.0,,GFS220,2007,Fall
,,,,Lecture,39582D,1.0,1:00-1:50pm,MWF,75.0,47.0,0.0,Remigijus Mikulevicius,GFS116,2007,Fall
,,,,Discussion,39583D,1.0,8:00-8:50am,"Tue, Thu",25.0,12.0,0.0,,GFS220,2007,Fall
,,,,Discussion,39584D,1.0,9:00-9:50am,"Tue, Thu",25.0,12.0,0.0,,GFS220,2007,Fall
,,,,Discussion,39585D,1.0,10:00-10:50am,"Tue, Thu",25.0,23.0,0.0,,GFS220,2007,Fall
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture,39590D,1.0,10:00-10:50am,MWF,35.0,19.0,0.0,Robert Sacker,KAP148,2007,Fall
,,,,Discussion,39591D,1.0,8:00-8:50am,"Tue, Thu",25.0,4.0,0.0,,KAP165,2007,Fall
,,,,Discussion,39592D,1.0,9:00-9:50am,"Tue, Thu",25.0,4.0,0.0,,KAP165,2007,Fall
,,,,Discussion,39593D,1.0,10:00-10:50am,"Tue, Thu",25.0,11.0,0.0,,KAP165,2007,Fall
,,,,Lecture,39594D,1.0,11:00-11:50am,MWF,76.0,72.0,0.0,Larry Redekopp,GFS116,2007,Fall
,,,,Discussion,39595D,1.0,8:00-8:50am,"Tue, Thu",26.0,25.0,0.0,,RTH109,2007,Fall
,,,,Discussion,39596D,1.0,9:00-9:50am,"Tue, Thu",27.0,25.0,0.0,,RTH109,2007,Fall
,,,,Discussion,39597D,1.0,12:00-12:50pm,"Tue, Thu",26.0,22.0,0.0,,RTH109,2007,Fall
,,,,Lecture,39598D,1.0,12:00-12:50pm,MWF,75.0,52.0,0.0,Kenneth Alexander,GFS116,2007,Fall
,,,,Discussion,39599D,1.0,11:00-11:50am,"Tue, Thu",25.0,20.0,0.0,,KAP165,2007,Fall
,,,,Discussion,39600D,1.0,12:00-12:50pm,"Tue, Thu",25.0,14.0,0.0,,KAP165,2007,Fall
,,,,Discussion,39601D,1.0,1:00-1:50pm,"Tue, Thu",25.0,18.0,0.0,,KAP165,2007,Fall
,,,,Lecture,39602D,1.0,12:00-12:50pm,MWF,75.0,18.0,0.0,Chunming Wang,SLH100,2007,Fall
,,,,Discussion,39603D,1.0,11:00-11:50am,"Tue, Thu",25.0,7.0,0.0,,KAP167,2007,Fall
,,,,Discussion,39604D,1.0,12:00-12:50pm,"Tue, Thu",25.0,6.0,0.0,,KAP167,2007,Fall
,,,,Discussion,39605D,1.0,1:00-1:50pm,"Tue, Thu",25.0,5.0,0.0,,KAP167,2007,Fall
MATH-400,Foundations of Discrete Mathematics,P,4.0 units,Lecture,39610D,1.0,1:00-1:50pm,MWF,25.0,9.0,0.0,Michelle Manes,KAP134,2007,Fall
,,,,Discussion,39611D,1.0,1:00-1:50pm,"Tue, Thu",25.0,8.0,0.0,,KAP141,2007,Fall
MATH-407,Probability Theory,P,4.0 units,Lecture,39625D,1.0,9:00-9:50am,MWF,40.0,35.0,0.0,Qingshuo Song,KAP163,2007,Fall
,,,,Discussion,39626D,1.0,9:00-9:50am,"Tue, Thu",21.0,20.0,0.0,,KAP113,2007,Fall
,,,,Discussion,39627D,1.0,10:00-10:50am,"Tue, Thu",20.0,15.0,0.0,,KAP113,2007,Fall
,,,,Lecture,39628D,1.0,10:00-10:50am,MWF,40.0,0.0,0.0,,,2007,Fall
,,,,Discussion,39629D,1.0,11:00-11:50am,"Tue, Thu",20.0,0.0,0.0,,,2007,Fall
,,,,Discussion,39630D,1.0,12:00-12:50pm,"Tue, Thu",20.0,0.0,0.0,,,2007,Fall
MATH-410,Fundamental Concepts of Modern Algebra,P,4.0 units,Lecture,39641D,1.0,1:00-1:50pm,MWF,25.0,12.0,0.0,Sheldon Kamienny,KAP159,2007,Fall
,,,,Discussion,39642D,1.0,2:00-3:50pm,Thursday,25.0,12.0,0.0,,KAP165,2007,Fall
MATH-425a,Fundamental Concepts of Analysis,P,4.0 units,Lecture,39645D,1.0,10:00-10:50am,MWF,25.0,16.0,0.0,Larry Goldstein,KAP134,2007,Fall
,,,,Discussion,39646D,1.0,2:00-3:50pm,Tuesday,25.0,16.0,0.0,,KAP165,2007,Fall
MATH-430,Theory of Numbers,P,4.0 units,Lecture,39650D,1.0,11:00-11:50am,MWF,30.0,11.0,0.0,Charles Lanski,KAP147,2007,Fall
MATH-434,Geometry and Transformations,,4.0 units,Lecture,39655D,1.0,2:00-2:50pm,MWF,30.0,8.0,0.0,Jian He,KAP148,2007,Fall
MATH-440,Topology,,4.0 units,Lecture,39660D,1.0,12:00-12:50pm,MWF,20.0,11.0,0.0,Eric Friedlander,KAP159,2007,Fall
MATH-445,Mathematics of Physics and Engineering II,P,4.0 units,Lecture,39665D,1.0,10:00-10:50am,MWF,60.0,20.0,0.0,Nicolai Haydn,VKC150,2007,Fall
,,,,Discussion,39666D,1.0,8:00-8:50am,"Tue, Thu",20.0,8.0,0.0,,KAP167,2007,Fall
,,,,Discussion,39667D,1.0,9:00-9:50am,"Tue, Thu",20.0,6.0,0.0,,KAP167,2007,Fall
,,,,Discussion,39668D,1.0,10:00-10:50am,"Tue, Thu",20.0,6.0,0.0,,KAP167,2007,Fall
,,,,Lecture,39669D,1.0,12:00-12:50pm,MWF,60.0,36.0,0.0,Susan Friedlander,KAP249,2007,Fall
,,,,Discussion,39670D,1.0,2:00-2:50pm,"Tue, Thu",20.0,12.0,0.0,,KAP167,2007,Fall
,,,,Discussion,39671D,1.0,3:00-3:50pm,"Tue, Thu",20.0,5.0,0.0,,KAP167,2007,Fall
,,,,Discussion,39672D,1.0,4:00-4:50pm,"Tue, Thu",22.0,19.0,0.0,,KAP167,2007,Fall
MATH-458,Numerical Methods,P,4.0 units,Lecture,39681D,1.0,10:00-10:50am,MWF,25.0,16.0,0.0,Amjad Tuffaha,KAP159,2007,Fall
,,,,Discussion,39682D,1.0,10:00-10:50am,"Tue, Thu",25.0,16.0,0.0,,THH B9,2007,Fall
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39690D,1.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2007,Fall
MATH-499,Special Topics,,"2.0-4.0 units, max 8",,,,,,,,,,,2007,Fall
,Basic Engineering Mathematics A,,4.0,Lecture,39695D,1.0,2:00-2:50pm,MWF,20.0,0.0,0.0,,,2007,Fall
,Basic Engineering Mathematics A,,0.0,Discussion,39696D,1.0,4:00-4:50pm,"Tue, Thu",20.0,0.0,0.0,,,2007,Fall
MATH-502a,Numerical Analysis,P,3.0 units,Lecture,39700R,1.0,10:00-10:50am,MWF,20.0,16.0,0.0,Wlodek Proskurowski,KAP138,2007,Fall
MATH-504b,Numerical Solutions of Ordinary and Partial Differential Equations,P,3.0 units,Lecture,39705R,1.0,2:00-3:20pm,MWF,24.0,4.0,0.0,Chunming Wang,KAP141,2007,Fall
MATH-505a,Applied Probability,,3.0 units,Lecture,39710R,1.0,1:00-1:50pm,MWF,40.0,26.0,0.0,Peter Baxendale,KAP163,2007,Fall
