Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Year,Term
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,39961D,1.0,TBA,TBA,10.0,4.0,0.0,,OFFICE,2014,Spring
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,39962D,1.0,TBA,TBA,10.0,0.0,0.0,,OFFICE,2014,Spring
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,39963D,1.0,TBA,TBA,10.0,2.0,0.0,,OFFICE,2014,Spring
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,39964D,1.0,TBA,TBA,10.0,5.0,0.0,,OFFICE,2014,Spring
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,39965D,1.0,TBA,TBA,10.0,4.0,0.0,,OFFICE,2014,Spring
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture-Discussion,39400R,54.0,10:30-12:20pm,MTuWThF,30.0,16.0,0.0,Cymra Haskell,KAP148,2014,Summer
MATH-126,Calculus II,P,4.0 units,Lecture-Discussion,39410R,54.0,1:00-2:50pm,MTuWThF,25.0,12.0,0.0,David Crombecque,KAP165,2014,Summer
MATH-218,Probability for Business,P,4.0 units,Lecture-Discussion,39420R,54.0,10:30-12:20pm,MTuWThF,25.0,0.0,0.0,,,2014,Summer
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture-Discussion,39425R,54.0,10:30-12:20pm,MTuWThF,25.0,0.0,0.0,,,2014,Summer
MATH-226,Calculus III,P,4.0 units,Lecture-Discussion,39426R,54.0,1:00-2:50pm,MTuWThF,25.0,7.0,0.0,Nathaniel Emerson,KAP167,2014,Summer
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture-Discussion,39428R,54.0,10:30-12:20pm,MTuWThF,25.0,9.0,0.0,Neelesh Tiruviluamala,KAP167,2014,Summer
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39438D,54.0,TBA,TBA,10.0,3.0,0.0,"Francis Bonahon, Ken Alexander</a>",OFFICE,2014,Summer
MATH-501,Numerical Analysis and Computation,,3.0 units,Lecture,39440R,54.0,9:00-11:45am,"Tue, Thu",30.0,15.0,0.0,Gary Rosen,KAP414,2014,Summer
MATH-511aL,Data Analysis,P,4.0 units,Lecture,41198D,407.0,TBA,TBA,35.0,15.0,0.0,Roberta McKean-Cowdin,ONLINE,2014,Summer
,,,,Lab,41194D,407.0,TBA,TBA,25.0,15.0,0.0,Shubha Kumar,ONLINE,2014,Summer
MATH-511bL,Data Analysis,P,4.0 units,Lecture,41199D,407.0,TBA,TBA,25.0,12.0,0.0,Sue Ingles,ONLINE,2014,Summer
,,,,Lecture,41200D,407.0,TBA,TBA,25.0,0.0,0.0,Sue Ingles,TBA,2014,Summer
,,,,Lab,41201D,407.0,TBA,TBA,25.0,12.0,0.0,,ONLINE,2014,Summer
,,,,Lab,41202D,407.0,TBA,TBA,25.0,0.0,0.0,,ONLINE,2014,Summer
MATH-512,Financial Informatics and Simulation (Computer Labs and Practitioner Seminar),,3.0 units,Lecture,39450R,54.0,11:00-12:50pm,TuWTh,40.0,29.0,0.0,Ricardo Mancera,KAP163,2014,Summer
,,,,Discussion,39451R,54.0,TBA,TBA,20.0,19.0,0.0,,OFFICE,2014,Summer
,,,,Discussion,39452R,54.0,TBA,TBA,20.0,10.0,0.0,,TBA,2014,Summer
MATH-590,Directed Research,,1.0-12.0 units,Lecture,39460D,54.0,TBA,TBA,20.0,0.0,0.0,Francis Bonahon,OFFICE,2014,Summer
MATH-594a,Master's Thesis,,2.0 units,Lecture,39470D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2014,Summer
MATH-594b,Master's Thesis,P,2.0 units,Lecture,39475D,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2014,Summer
MATH-594z,Master's Thesis,PC,0.0 units,Lecture,39480D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2014,Summer
MATH-625,Topics in Real Analysis,,"3.0 units, max 12",Lecture,39483R,54.0,1:30-3:20pm,"Mon, Wed",25.0,18.0,0.0,Igor Kukavica,KAP138,2014,Summer
MATH-630,Topics in Number Theory,,"3.0 units, max 12",Lecture,39485R,54.0,11:00-12:50pm,"Mon, Wed",25.0,20.0,0.0,Sheldon Kamienny,KAP138,2014,Summer
MATH-681,Selected Topics in Functional Analysis,,"3.0 units, max 12",Lecture,39488R,54.0,TBA,TBA,20.0,12.0,0.0,Sergey Lototsky,OFFICE,2014,Summer
MATH-790,Research,,1.0-12.0 units,Lecture,39500D,54.0,TBA,TBA,20.0,1.0,0.0,"Francis Bonahon, Ken Alexander</a>",OFFICE,2014,Summer
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,39502D,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2014,Summer
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,39504D,54.0,TBA,TBA,20.0,3.0,0.0,,OFFICE,2014,Summer
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,39506D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2014,Summer
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,39508D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2014,Summer
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,39510D,54.0,TBA,TBA,20.0,5.0,0.0,,OFFICE,2014,Summer
MATH-040x,Basic Mathematical Skills,,4.0 units,Lecture,39400D,1.0,9:00-9:50am,MWF,32.0,18.0,0.0,Laffite Lamberto-Egan,KAP147,2014,Fall
,,,,Discussion,39401D,1.0,8:00-8:50am,"Tue, Thu",16.0,6.0,0.0,,VKC208,2014,Fall
,,,,Discussion,39402D,1.0,9:00-9:50am,"Tue, Thu",16.0,12.0,0.0,,VKC208,2014,Fall
MATH-108,Precalculus,P,4.0 units,Lecture,39403D,1.0,9:00-9:50am,MWF,76.0,75.0,0.0,Paul Sobaje,GFS116,2014,Fall
,,,,Discussion,39404D,1.0,8:00-8:50am,"Tue, Thu",25.0,25.0,0.0,,VHE206,2014,Fall
,,,,Discussion,39405D,1.0,9:00-9:50am,"Tue, Thu",26.0,25.0,0.0,,VHE206,2014,Fall
,,,,Discussion,39406D,1.0,10:00-10:50am,"Tue, Thu",25.0,25.0,0.0,,VHE206,2014,Fall
MATH-114x,Foundations of Statistics,,4.0 units,Lecture,39407D,1.0,9:00-9:50am,MWF,49.0,34.0,0.0,Sergey Lototsky,THH114,2014,Fall
,,,,Discussion,39408D,1.0,8:00-8:50am,"Tue, Thu",16.0,8.0,0.0,,GFS112,2014,Fall
,,,,Discussion,39409D,1.0,9:00-9:50am,"Tue, Thu",16.0,13.0,0.0,,GFS112,2014,Fall
,,,,Discussion,39410D,1.0,10:00-10:50am,"Tue, Thu",17.0,13.0,0.0,,GFS112,2014,Fall
,,,,Lecture,39411D,1.0,10:00-10:50am,MWF,49.0,47.0,0.0,Jianfeng Zhang,KAP414,2014,Fall
,,,,Discussion,39412D,1.0,11:00-11:50am,"Tue, Thu",17.0,15.0,0.0,,GFS111,2014,Fall
,,,,Discussion,39413D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS111,2014,Fall
,,,,Discussion,39414D,1.0,1:00-1:50pm,"Tue, Thu",17.0,16.0,0.0,,GFS111,2014,Fall
,,,,Lecture,39825D,1.0,11:00-11:50am,MWF,44.0,37.0,0.0,Tuan Nguyen,GFS207,2014,Fall
,,,,Discussion,39826D,1.0,2:00-2:50pm,"Tue, Thu",16.0,13.0,0.0,,GFS111,2014,Fall
,,,,Discussion,39827D,1.0,3:00-3:50pm,"Tue, Thu",16.0,9.0,0.0,,GFS111,2014,Fall
,,,,Discussion,39828D,1.0,4:00-4:50pm,"Tue, Thu",17.0,15.0,0.0,,GFS111,2014,Fall
,,,,Lecture,39829D,1.0,1:00-1:50pm,MWF,49.0,40.0,0.0,Tuan Nguyen,SOS B44,2014,Fall
,,,,Discussion,39830D,1.0,11:00-11:50am,"Tue, Thu",16.0,15.0,0.0,,GFS112,2014,Fall
,,,,Discussion,39831D,1.0,12:00-12:50pm,"Tue, Thu",16.0,11.0,0.0,,GFS112,2014,Fall
,,,,Discussion,39832D,1.0,1:00-1:50pm,"Tue, Thu",17.0,14.0,0.0,,GFS112,2014,Fall
MATH-116,Mathematics for the Social Sciences,,4.0 units,Lecture,39415D,1.0,9:00-9:50am,MWF,60.0,17.0,0.0,Gokhan Yildirim,MHP105,2014,Fall
,,,,Discussion,39416D,1.0,8:00-8:50am,"Tue, Thu",20.0,9.0,0.0,,GFS113,2014,Fall
,,,,Discussion,39417D,1.0,9:00-9:50am,"Tue, Thu",20.0,0.0,0.0,,,2014,Fall
,,,,Discussion,39418D,1.0,10:00-10:50am,"Tue, Thu",20.0,8.0,0.0,,GFS113,2014,Fall
MATH-117,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39419D,1.0,11:00-11:50am,MWF,75.0,70.0,0.0,Bradley Drew,ZHS352,2014,Fall
,,,,Discussion,39420D,1.0,11:00-11:50am,"Tue, Thu",24.0,23.0,0.0,,KAP138,2014,Fall
,,,,Discussion,39421D,1.0,12:00-12:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP138,2014,Fall
,,,,Discussion,39422D,1.0,1:00-1:50pm,"Tue, Thu",27.0,24.0,0.0,,KAP138,2014,Fall
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture,39423D,1.0,9:00-9:50am,MWF,49.0,43.0,0.0,Cymra Haskell,VKC102,2014,Fall
,,,,Discussion,39424D,1.0,8:00-8:50am,"Tue, Thu",17.0,15.0,0.0,,KAP113,2014,Fall
,,,,Discussion,39425D,1.0,9:00-9:50am,"Tue, Thu",16.0,14.0,0.0,,KAP113,2014,Fall
,,,,Discussion,39426D,1.0,10:00-10:50am,"Tue, Thu",17.0,14.0,0.0,,KAP113,2014,Fall
,,,,Lecture,39427D,1.0,9:00-9:50am,MWF,48.0,45.0,0.0,Tobias Johnson,WPH B28,2014,Fall
,,,,Discussion,39428D,1.0,8:00-8:50am,"Tue, Thu",16.0,15.0,0.0,,GFS217,2014,Fall
,,,,Discussion,39429D,1.0,9:00-9:50am,"Tue, Thu",16.0,15.0,0.0,,GFS217,2014,Fall
,,,,Discussion,39430D,1.0,10:00-10:50am,"Tue, Thu",17.0,15.0,0.0,,GFS217,2014,Fall
,,,,Lecture,39431D,1.0,10:00-10:50am,MWF,49.0,46.0,0.0,Cymra Haskell,THH208,2014,Fall
,,,,Discussion,39432D,1.0,2:00-2:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS202,2014,Fall
,,,,Discussion,39433D,1.0,3:00-3:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS202,2014,Fall
,,,,Discussion,39434D,1.0,4:00-4:50pm,"Tue, Thu",17.0,14.0,0.0,,GFS202,2014,Fall
,,,,Lecture,39435D,1.0,11:00-11:50am,MWF,49.0,48.0,0.0,Tobias Johnson,ZHS163,2014,Fall
,,,,Discussion,39436D,1.0,11:00-11:50am,"Tue, Thu",16.0,15.0,0.0,,GFS216,2014,Fall
,,,,Discussion,39437D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS216,2014,Fall
,,,,Discussion,39438D,1.0,1:00-1:50pm,"Tue, Thu",17.0,17.0,0.0,,GFS216,2014,Fall
,,,,Lecture,39439D,1.0,12:00-12:50pm,MWF,49.0,42.0,0.0,James Zhao,SOS B44,2014,Fall
,,,,Discussion,39440D,1.0,8:00-8:50am,"Tue, Thu",16.0,12.0,0.0,,GFS218,2014,Fall
,,,,Discussion,39441D,1.0,9:00-9:50am,"Tue, Thu",17.0,15.0,0.0,,GFS218,2014,Fall
,,,,Discussion,39442D,1.0,10:00-10:50am,"Tue, Thu",17.0,15.0,0.0,,GFS218,2014,Fall
,,,,Lecture,39443D,1.0,12:00-12:50pm,MWF,49.0,46.0,0.0,Andrea Appel,ZHS163,2014,Fall
,,,,Discussion,39444D,1.0,2:00-2:50pm,"Tue, Thu",17.0,15.0,0.0,,KAP113,2014,Fall
,,,,Discussion,39445D,1.0,3:00-3:50pm,"Tue, Thu",16.0,16.0,0.0,,KAP113,2014,Fall
,,,,Discussion,39446D,1.0,4:00-4:50pm,"Tue, Thu",17.0,15.0,0.0,,KAP113,2014,Fall
,,,,Lecture,39447D,1.0,1:00-1:50pm,MWF,49.0,44.0,0.0,Gokhan Yildirim,WPH B28,2014,Fall
,,,,Discussion,39448D,1.0,8:00-8:50am,"Tue, Thu",16.0,14.0,0.0,,GFS114,2014,Fall
,,,,Discussion,39449D,1.0,9:00-9:50am,"Tue, Thu",16.0,14.0,0.0,,GFS114,2014,Fall
,,,,Discussion,39450D,1.0,10:00-10:50am,"Tue, Thu",17.0,16.0,0.0,,GFS114,2014,Fall
,,,,Lecture,39451D,1.0,1:00-1:50pm,MWF,49.0,48.0,0.0,Andrea Appel,GFS118,2014,Fall
,,,,Discussion,39452D,1.0,8:00-8:50am,"Tue, Thu",16.0,15.0,0.0,,KAP141,2014,Fall
,,,,Discussion,39453D,1.0,9:00-9:50am,"Tue, Thu",17.0,16.0,0.0,,KAP141,2014,Fall
,,,,Discussion,39454D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,KAP141,2014,Fall
,,,,Lecture,39495D,1.0,2:00-3:15pm,"Mon, Wed",77.0,71.0,0.0,James Zhao,SLH102,2014,Fall
,,,,Discussion,39496D,1.0,8:00-8:50am,"Tue, Thu",26.0,24.0,0.0,,VHE214,2014,Fall
,,,,Discussion,39497D,1.0,9:00-9:50am,"Tue, Thu",27.0,22.0,0.0,,VHE214,2014,Fall
,,,,Discussion,39498D,1.0,10:00-10:50am,"Tue, Thu",28.0,25.0,0.0,,VHE214,2014,Fall
MATH-125,Calculus I,P,4.0 units,Lecture,39455D,1.0,9:00-9:50am,MWF,63.0,62.0,0.0,Neelesh Tiruviluamala,THH116,2014,Fall
,,,,Discussion,39456D,1.0,8:00-8:50am,"Tue, Thu",21.0,21.0,0.0,,GFS202,2014,Fall
,,,,Discussion,39457D,1.0,9:00-9:50am,"Tue, Thu",21.0,20.0,0.0,,GFS202,2014,Fall
,,,,Discussion,39458D,1.0,10:00-10:50am,"Tue, Thu",21.0,21.0,0.0,,GFS202,2014,Fall
,,,,Lecture,39459D,1.0,10:00-10:50am,MWF,62.0,62.0,0.0,Neelesh Tiruviluamala,VKC100,2014,Fall
,,,,Discussion,39460D,1.0,8:00-8:50am,"Tue, Thu",16.0,16.0,0.0,,KAP134,2014,Fall
,,,,Discussion,39461D,1.0,9:00-9:50am,"Tue, Thu",21.0,21.0,0.0,,KAP134,2014,Fall
,,,,Discussion,39462D,1.0,10:00-10:50am,"Tue, Thu",25.0,25.0,0.0,,KAP134,2014,Fall
,,,,Lecture,39463D,1.0,10:00-10:50am,MWF,51.0,47.0,0.0,Guillermo Reyes Souto,SOS B44,2014,Fall
,,,,Discussion,39464D,1.0,11:00-11:50am,"Tue, Thu",20.0,18.0,0.0,,GFS217,2014,Fall
,,,,Discussion,39465D,1.0,12:00-12:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS217,2014,Fall
,,,,Discussion,39466D,1.0,1:00-1:50pm,"Tue, Thu",17.0,15.0,0.0,,GFS217,2014,Fall
,,,,Lecture,39467D,1.0,11:00-11:50am,MWF,51.0,51.0,0.0,Ricardo Mancera,MHP105,2014,Fall
,,,,Discussion,39468D,1.0,11:00-11:50am,"Tue, Thu",22.0,22.0,0.0,,GFS218,2014,Fall
,,,,Discussion,39469D,1.0,12:00-12:50pm,"Tue, Thu",16.0,13.0,0.0,,GFS218,2014,Fall
,,,,Discussion,39470D,1.0,1:00-1:50pm,"Tue, Thu",17.0,16.0,0.0,,GFS218,2014,Fall
,,,,Lecture,39471D,1.0,11:00-11:50am,MWF,48.0,37.0,0.0,Charles Lanski,WPH B28,2014,Fall
,,,,Discussion,39472D,1.0,2:00-2:50pm,"Tue, Thu",19.0,15.0,0.0,,GFS218,2014,Fall
,,,,Discussion,39473D,1.0,3:00-3:50pm,"Tue, Thu",16.0,8.0,0.0,,GFS218,2014,Fall
,,,,Discussion,39474D,1.0,4:00-4:50pm,"Tue, Thu",19.0,14.0,0.0,,GFS218,2014,Fall
,,,,Lecture,39475D,1.0,12:00-12:50pm,MWF,49.0,48.0,0.0,Guillermo Reyes Souto,VKC102,2014,Fall
,,,,Discussion,39476D,1.0,11:00-11:50am,"Tue, Thu",19.0,18.0,0.0,,GFS114,2014,Fall
,,,,Discussion,39477D,1.0,12:00-12:50pm,"Tue, Thu",16.0,15.0,0.0,,GFS114,2014,Fall
,,,,Discussion,39478D,1.0,1:00-1:50pm,"Tue, Thu",17.0,15.0,0.0,,GFS114,2014,Fall
,,,,Lecture,39479D,1.0,12:00-12:50pm,MWF,52.0,52.0,0.0,Anthony Suen,WPH B28,2014,Fall
,,,,Discussion,39480D,1.0,2:00-2:50pm,"Tue, Thu",19.0,18.0,0.0,,GFS201,2014,Fall
,,,,Discussion,39481D,1.0,3:00-3:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS201,2014,Fall
,,,,Discussion,39482D,1.0,4:00-4:50pm,"Tue, Thu",19.0,18.0,0.0,,GFS201,2014,Fall
,,,,Lecture,39483D,1.0,1:00-1:50pm,MWF,52.0,51.0,0.0,Ricardo Mancera,ZHS163,2014,Fall
,,,,Discussion,39484D,1.0,11:00-11:50am,"Tue, Thu",20.0,18.0,0.0,,GFS113,2014,Fall
,,,,Discussion,39485D,1.0,12:00-12:50pm,"Tue, Thu",16.0,12.0,0.0,,GFS113,2014,Fall
,,,,Discussion,39486D,1.0,1:00-1:50pm,"Tue, Thu",21.0,21.0,0.0,,GFS113,2014,Fall
,,,,Lecture,39487D,1.0,1:00-1:50pm,MWF,50.0,50.0,0.0,Anthony Suen,SGM601,2014,Fall
,,,,Discussion,39488D,1.0,8:00-8:50am,"Tue, Thu",16.0,16.0,0.0,,GFS216,2014,Fall
,,,,Discussion,39489D,1.0,9:00-9:50am,"Tue, Thu",17.0,17.0,0.0,,GFS216,2014,Fall
,,,,Discussion,39490D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,GFS216,2014,Fall
,,,,Lecture,39491D,1.0,2:00-2:50pm,MWF,49.0,49.0,0.0,Nathaniel Emerson,VKC156,2014,Fall
,,,,Discussion,39492D,1.0,8:00-8:50am,"Tue, Thu",17.0,17.0,0.0,,KAP166,2014,Fall
,,,,Discussion,39493D,1.0,9:00-9:50am,"Tue, Thu",18.0,15.0,0.0,,KAP166,2014,Fall
,,,,Discussion,39494D,1.0,10:00-10:50am,"Tue, Thu",20.0,17.0,0.0,,KAP166,2014,Fall
MATH-126,Calculus II,P,4.0 units,Lecture,39500D,1.0,9:00-9:50am,MWF,43.0,41.0,0.0,Nathaniel Emerson,GFS118,2014,Fall
,,,,Discussion,39501D,1.0,8:00-8:50am,"Tue, Thu",17.0,15.0,0.0,,KAP165,2014,Fall
,,,,Discussion,39502D,1.0,9:00-9:50am,"Tue, Thu",16.0,11.0,0.0,,KAP165,2014,Fall
,,,,Discussion,39503D,1.0,10:00-10:50am,"Tue, Thu",18.0,15.0,0.0,,KAP165,2014,Fall
,,,,Lecture,39504D,1.0,9:00-9:50am,MWF,49.0,46.0,0.0,Weiwei Hu,SOS B44,2014,Fall
,,,,Discussion,39505D,1.0,11:00-11:50am,"Tue, Thu",17.0,16.0,0.0,,KAP165,2014,Fall
,,,,Discussion,39506D,1.0,12:00-12:50pm,"Tue, Thu",16.0,14.0,0.0,,KAP165,2014,Fall
,,,,Discussion,39507D,1.0,1:00-1:50pm,"Tue, Thu",17.0,16.0,0.0,,KAP165,2014,Fall
,,,,Lecture,39508D,1.0,10:00-10:50am,MWF,49.0,49.0,0.0,Weiwei Hu,ZHS163,2014,Fall
,,,,Discussion,39509D,1.0,8:00-8:50am,"Tue, Thu",19.0,18.0,0.0,,GFS111,2014,Fall
,,,,Discussion,39510D,1.0,9:00-9:50am,"Tue, Thu",16.0,14.0,0.0,,GFS111,2014,Fall
,,,,Discussion,39511D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,GFS111,2014,Fall
,,,,Lecture,39512D,1.0,11:00-11:50am,MWF,61.0,59.0,0.0,Nathaniel Emerson,THH208,2014,Fall
,,,,Discussion,39513D,1.0,11:00-11:50am,"Tue, Thu",26.0,24.0,0.0,,GFS109,2014,Fall
,,,,Discussion,39514D,1.0,12:00-12:50pm,"Tue, Thu",18.0,17.0,0.0,,GFS109,2014,Fall
,,,,Discussion,39515D,1.0,1:00-1:50pm,"Tue, Thu",20.0,18.0,0.0,,GFS109,2014,Fall
,,,,Lecture,39516D,1.0,12:00-12:50pm,MWF,51.0,50.0,0.0,Yuncheng Lin,MHP105,2014,Fall
,,,,Discussion,39517D,1.0,2:00-2:50pm,"Tue, Thu",22.0,20.0,0.0,,GFS109,2014,Fall
,,,,Discussion,39518D,1.0,3:00-3:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS109,2014,Fall
,,,,Discussion,39519D,1.0,4:00-4:50pm,"Tue, Thu",17.0,16.0,0.0,,GFS109,2014,Fall
,,,,Lecture,39520D,1.0,1:00-1:50pm,MWF,52.0,51.0,0.0,Aravind Asok,GFS101,2014,Fall
,,,,Discussion,39521D,1.0,2:00-2:50pm,"Tue, Thu",22.0,21.0,0.0,,GFS112,2014,Fall
,,,,Discussion,39522D,1.0,3:00-3:50pm,"Tue, Thu",16.0,12.0,0.0,,GFS112,2014,Fall
,,,,Discussion,39523D,1.0,4:00-4:50pm,"Tue, Thu",19.0,18.0,0.0,,GFS112,2014,Fall
,,,,Lecture,39531D,1.0,9:00-9:50am,MWF,48.0,16.0,0.0,Larry Goldstein,ZHS163,2014,Fall
,,,,Discussion,39532D,1.0,8:00-8:50am,"Tue, Thu",24.0,7.0,0.0,,SOS B47,2014,Fall
,,,,Discussion,39533D,1.0,9:00-9:50am,"Tue, Thu",24.0,9.0,0.0,,SOS B47,2014,Fall
MATH-127,Enhanced Calculus II,,4.0 units,Lecture,39524D,1.0,11:00-11:50am,MWF,36.0,10.0,0.0,Sami Assaf,KAP144,2014,Fall
,,,,Discussion,39525D,1.0,2:00-2:50pm,"Tue, Thu",12.0,10.0,0.0,,GFS114,2014,Fall
,,,,Discussion,39526D,1.0,3:00-3:50pm,"Tue, Thu",1.0,0.0,0.0,,,2014,Fall
,,,,Discussion,39527D,1.0,4:00-4:50pm,"Tue, Thu",1.0,0.0,0.0,,,2014,Fall
MATH-208x,Elementary Probability and Statistics,P,4.0 units,Lecture,39530D,1.0,2:00-2:50pm,MWF,67.0,67.0,0.0,Gokhan Yildirim,MHP105,2014,Fall
MATH-218,Probability for Business,P,4.0 units,Lecture,39535D,1.0,10:00-10:50am,MWF,35.0,12.0,0.0,Chunming Wang,KAP148,2014,Fall
,,,,Discussion,39536D,1.0,8:00-8:50am,"Tue, Thu",2.0,0.0,0.0,,,2014,Fall
,,,,Discussion,39537D,1.0,9:00-9:50am,"Tue, Thu",2.0,0.0,0.0,,,2014,Fall
,,,,Discussion,39538D,1.0,10:00-10:50am,"Tue, Thu",20.0,12.0,0.0,,THH B9,2014,Fall
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture,39541D,1.0,9:00-9:50am,MWF,48.0,47.0,0.0,Daniel Murfet,SGM601,2014,Fall
,,,,Discussion,39542D,1.0,2:00-2:50pm,"Tue, Thu",18.0,18.0,0.0,,GFS113,2014,Fall
,,,,Discussion,39543D,1.0,3:00-3:50pm,"Tue, Thu",14.0,14.0,0.0,,GFS113,2014,Fall
,,,,Discussion,39544D,1.0,4:00-4:50pm,"Tue, Thu",17.0,15.0,0.0,,GFS113,2014,Fall
,,,,Lecture,39545D,1.0,10:00-10:50am,MWF,57.0,56.0,0.0,Peter Baxendale,GFS101,2014,Fall
,,,,Discussion,39546D,1.0,8:00-8:50am,"Tue, Thu",17.0,15.0,0.0,,GFS109,2014,Fall
,,,,Discussion,39547D,1.0,9:00-9:50am,"Tue, Thu",16.0,16.0,0.0,,GFS109,2014,Fall
,,,,Discussion,39548D,1.0,10:00-10:50am,"Tue, Thu",26.0,25.0,0.0,,GFS109,2014,Fall
,,,,Lecture,39549D,1.0,12:00-12:50pm,MWF,50.0,50.0,0.0,Daniel Murfet,GFS101,2014,Fall
,,,,Discussion,39550D,1.0,11:00-11:50am,"Tue, Thu",16.0,16.0,0.0,,KAP141,2014,Fall
,,,,Discussion,39551D,1.0,12:00-12:50pm,"Tue, Thu",16.0,14.0,0.0,,KAP141,2014,Fall
,,,,Discussion,39552D,1.0,1:00-1:50pm,"Tue, Thu",20.0,20.0,0.0,,KAP141,2014,Fall
MATH-226,Calculus III,P,4.0 units,Lecture,39555D,1.0,9:00-9:50am,MWF,51.0,48.0,0.0,David Rose,THH212,2014,Fall
,,,,Discussion,39556D,1.0,11:00-11:50am,"Tue, Thu",18.0,15.0,0.0,,GFS201,2014,Fall
,,,,Discussion,39557D,1.0,12:00-12:50pm,"Tue, Thu",16.0,15.0,0.0,,GFS201,2014,Fall
,,,,Discussion,39558D,1.0,1:00-1:50pm,"Tue, Thu",18.0,18.0,0.0,,GFS201,2014,Fall
,,,,Lecture,39559D,1.0,12:00-12:50pm,MWF,49.0,47.0,0.0,David Rose,MHP106,2014,Fall
,,,,Discussion,39560D,1.0,8:00-8:50am,"Tue, Thu",17.0,17.0,0.0,,GFS201,2014,Fall
,,,,Discussion,39561D,1.0,9:00-9:50am,"Tue, Thu",18.0,15.0,0.0,,GFS201,2014,Fall
,,,,Discussion,39562D,1.0,10:00-10:50am,"Tue, Thu",17.0,15.0,0.0,,GFS201,2014,Fall
,,,,Lecture,39563D,1.0,10:00-10:50am,MWF,56.0,55.0,0.0,David Crombecque,MHP105,2014,Fall
,,,,Discussion,39564D,1.0,11:00-11:50am,"Tue, Thu",20.0,20.0,0.0,,GFS202,2014,Fall
,,,,Discussion,39565D,1.0,12:00-12:50pm,"Tue, Thu",17.0,14.0,0.0,,GFS202,2014,Fall
,,,,Discussion,39566D,1.0,1:00-1:50pm,"Tue, Thu",21.0,21.0,0.0,,GFS202,2014,Fall
,,,,Lecture,39567D,1.0,11:00-11:50am,MWF,49.0,49.0,0.0,David Crombecque,GFS101,2014,Fall
,,,,Discussion,39568D,1.0,11:00-11:50am,"Tue, Thu",19.0,19.0,0.0,,KAP159,2014,Fall
,,,,Discussion,39569D,1.0,12:00-12:50pm,"Tue, Thu",16.0,13.0,0.0,,KAP159,2014,Fall
,,,,Discussion,39570D,1.0,1:00-1:50pm,"Tue, Thu",19.0,17.0,0.0,,KAP159,2014,Fall
,,,,Lecture,39571D,1.0,11:00-11:50am,MWF,49.0,48.0,0.0,Brian Ryals,VPD105,2014,Fall
,,,,Discussion,39572D,1.0,2:00-2:50pm,"Tue, Thu",21.0,19.0,0.0,,KAP141,2014,Fall
,,,,Discussion,39573D,1.0,3:00-3:50pm,"Tue, Thu",16.0,11.0,0.0,,KAP141,2014,Fall
,,,,Discussion,39574D,1.0,4:00-4:50pm,"Tue, Thu",18.0,18.0,0.0,,KAP141,2014,Fall
,,,,Lecture,39575D,1.0,12:00-12:50pm,MWF,50.0,48.0,0.0,Brian Ryals,THH116,2014,Fall
,,,,Discussion,39576D,1.0,2:00-2:50pm,"Tue, Thu",20.0,18.0,0.0,,KAP159,2014,Fall
,,,,Discussion,39577D,1.0,3:00-3:50pm,"Tue, Thu",16.0,14.0,0.0,,KAP159,2014,Fall
,,,,Discussion,39578D,1.0,4:00-4:50pm,"Tue, Thu",18.0,16.0,0.0,,KAP159,2014,Fall
